Status,發起人,電子領標,電子領標日,公告日,截止投標,開標時間,金額,WD,專案結束日,招標方式,決標方式,機關名稱,單位名稱,標案名稱,聯絡人,聯絡電話,電子郵件信箱,標的分類,連結,關鍵字
,Sean,Rosenna,,110/06/23,110/06/30 10:00,110/06/30 14:00,"242,500元",,,公開取得報價單或企劃書,最低標,國立成功大學,總務處,語意分析伺服器主機壹台,張哲文,(06)2757575分機50572,z10401043@ncku.edu.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503918,分析
,Sean,Rosenna,,110/06/23,110/07/01 17:00,110/07/02 15:00,"2,060,000元",,,公開招標,最低標,臺北市立聯合醫院,臺北市立聯合醫院,二十四小時心電圖紀錄及分析系統,簡鈞宜,(02)25553000分機2138,Z3362@tpech.gov.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503806,分析
,Sean,Rosenna,,110/06/23,110/07/05 17:00,110/07/06 14:00,"1,900,000元",,,公開招標,最低標,交通部運輸研究所,港灣技術研究中心,海洋陣列雷達分析軟體採購,蔡小姐,(04)26587161,thc@mail.ihmt.gov.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503568,分析
,Sean,Rosenna,,110/06/23,110/07/05 11:00,110/07/05 14:00,"7,150,190元",,,限制性招標(經公開評選或公開徵求),準用最有利標,行政院農業委員會農業試驗所,秘書室/生技組,國家植物表型體分析中心興建工程委託規劃設計監造,游雅婷/林大鈞,(04)23317216,killua0284@tari.gov.tw,勞務類8671-建築服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503361,分析
,Sean,Rosenna,,110/06/23,110/07/05 17:00,110/07/06 14:00,"9,820,560元",,,公開招標,最低標,台灣中油股份有限公司,採購處,110-111年桃廠辛烷值分析儀維護長約工作,范先生,(02)87258332,591696@cpc.com.tw,勞務類97-其他服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503115,分析
,Sean,Rosenna,,110/06/23,110/07/06 09:00,110/07/06 09:30,"7,560,000元",,,公開招標,最低標,台灣電力股份有限公司台中發電廠,台灣電力股份有限公司台中發電廠,鍋爐煙氣一氧化碳分析模組6組,黃榮熾,(04)26302123分機2631,u458051@taipower.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499380,分析
,Sean,Rosenna,,110/06/23,110/06/29 10:00,110/06/29 10:10,"360,000元",,,公開取得報價單或企劃書,最低標,行政院原子能委員會核能研究所,祕書室,碳氈電極改質代工及特性分析,"姜蔚宗 申請人郭任淵 分機 5603,5631",(03)4711400分機2392,winson99@iner.gov.tw,勞務類85-研發服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505479,分析
,Sean,Rosenna,,110/06/23,110/07/06 17:00,110/07/07 11:00,"1,150,000元",,,公開招標,最低標,中國醫藥大學,中國醫藥大學,多功能全光譜微盤分析系統,林宜嬿,(04)22053366分機1313,elainelin@mail.cmu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503218,分析
,Sean,Rosenna,,110/06/22,110/06/30 17:00,110/07/01 11:15,,,,公開招標,最低標,長庚學校財團法人長庚科技大學,長庚學校財團法人長庚科技大學,統計分析軟體 詳規範：109C300SPSS 共1ST,鄭盈盈,(02)27178587,yycheng@fpg.com.tw,財物類451-辦公室及會計機器，其零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502292,分析
,Sean,Rosenna,,110/06/22,110/07/01 17:00,110/07/02 10:00,"990,000元",,,公開取得報價單或企劃書,參考最有利標精神,臺北市政府工務局水利工程處,工務科,110年度河濱公園自行車道整體行銷委託服務案,林喻文,(02)27208889分機2619,da_10905@mail.taipei.gov.tw,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499735,行銷
,Sean,Rosenna,,110/06/22,110/07/21 17:00,110/07/22 14:00,"8,324,800元",,,公開招標,最低標,中央研究院,化學研究所,人類基因組次世代定序分析研發服務一批,戴玉棋,(02)55728506,ycdai@gate.sinica.edu.tw,勞務類8676-技術檢定與分析服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53492603,分析
,Sean,Rosenna,,110/06/22,110/07/06 09:00,110/07/06 10:30,"1,912,950元",,,公開招標,最低標,國立中山大學,總務處/事務組,氣動力學粒徑分析儀1套,陳美粉,(07)5252000分機2363,may417@mail.nsysu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502146,分析
,Sean,Rosenna,,110/06/22,110/06/28 17:00,110/06/29 10:00,"2,200,000元",,,公開招標,最低標,衛生福利部食品藥物管理署,衛生福利部食品藥物管理署,110年度「高效全自動凝血測定分析系統」,李靜雯,(02)27877847,fly12250622@fda.gov.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502178,分析
,Sean,Rosenna,,110/06/22,110/07/05 17:00,110/07/06 10:00,"6,034,000元",,,公開招標,最有利標,高雄市立凱旋醫院,高雄市立凱旋醫院,影像辨識分析系統暨去識別化人工智慧照護系統,蔡孟鈞,(07)7513171分機2328,amy215183@gmail.com.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502216,分析
,Sean,Rosenna,,110/06/22,110/07/05 17:00,110/07/06 11:00,,,,公開招標,最低標,長庚大學,長庚大學,"多功能光學分析儀 如: BIOTEK, SYNERGYH1M 或同等品以上 詳規範 共1ST",鄭盈盈,(02)27178587分機,yycheng@fpg.com.tw,財物類449-其他特殊用途之機具及其零件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502282,分析
,Sean,Rosenna,,110/06/22,110/07/05 17:00,110/07/06 14:00,,,,限制性招標(經公開評選或公開徵求),最低標,台灣中油股份有限公司,採購處南部採購中心採購一組,廢氣燃燒塔氣體色層分析儀配件(Maker：ABB)等 一批,王佑聖,(07)5824141分機3401,631442@cpc.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502414,分析
,Sean,Rosenna,,110/06/22,110/06/29 17:00,110/06/30 11:00,"2,525,000元",,,公開招標,最低標,國立臺灣大學醫學院附設醫院,總務室,全自動微孔盤酵素免疫分析儀1台,黃玫玲,(02)23562044,ml1900@ntuh.gov.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502790,分析
,Sean,Rosenna,,110/06/22,110/07/02 17:00,110/07/02 17:00,,,,公開招標,最低標,臺北醫學大學,總務處事務組,數位共軛焦高通量影像擷取分析系統,劉又溱小姐,(02)27361661分機2312,rachel@tmu.edu.tw,"財物類483-光學儀器, 攝影設備及其零件與附件",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503106,分析
,Sean,Rosenna,,110/06/22,110/06/29 09:00,110/06/29 09:30,"672,000元",,,公開取得報價單或企劃書,最低標,臺北榮民總醫院,工務室,血液科乙台「高通量微分子定量分析儀(PerkinElmer/Labchip GX Tough HT)」三年期維護保養,江惠玉/朱展鋒,(02)28712121分機7341/7170,hychiang@vghtpe.gov.tw,勞務類886-附帶於金屬產品、機械及設備維修之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503228,分析
,Sean,Rosenna,,110/06/22,110/06/29 17:00,110/06/30 14:00,"482,000元",,,公開取得報價單或企劃書,參考最有利標精神,國防部政治作戰局,國防部軍事安全總隊,惡意程式監控及分析系統採購案,蔡幸芳,(02)22308776分機170,a0923232791@gmail.com,勞務類842-軟體執行服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503974,分析
,Sean,Rosenna,,110/06/22,110/07/05 17:00,110/07/06 09:00,"3,000,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,連江縣政府,連江縣政府,2021馬祖秋慶系列活動-鐵板燒塔節、媽祖在馬祖昇天祭行銷策劃執行案,李翠雲,(0836)23146分機110,qoo641214@hotmail.com,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503003,行銷
,Sean,Rosenna,,110/06/22,110/07/01 09:00,110/07/01 09:30,"1,000,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,新北市新店區公所,新北市新店區公所,2021年新北市強化新店區特色行銷,秘書室柯音如；蔡武憲,(02)29112281分機1101/1111,aj9664@ntpc.gov.tw,勞務類871-廣告服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502467,行銷
,Sean,Rosenna,,110/06/22,110/07/09 09:00,110/07/09 10:00,"982,000元",,,公開取得報價單或企劃書,參考最有利標精神,臺灣港務股份有限公司,秘書處採購科,行銷獎勵方案申請平臺系統建置及導入案,李坤樺/王雅莉,(07)5219000分機3635/6736,rwyl@twport.com.tw,勞務類842-軟體執行服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503032,行銷
,Sean,Rosenna,,110/06/22,110/07/05 17:30,110/07/06 10:00,"1,500,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺北市政府交通局,交通,110年交通安全宣導影片製作及行銷宣導採購案,鄭小姐,(02)27208889分機6913,ga_cheng@mail.taipei.gov.tw,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502238,行銷
,Sean,Rosenna,,110/06/22,110/07/07 17:00,110/07/08 14:00,"380,000元",,,公開取得報價單或企劃書,最低標,國立臺灣大學醫學院附設醫院雲林分院,國立臺灣大學醫學院附設醫院雲林分院,二氧化碳分析儀四台,施姿君,(05)5323911分機2235,Y02751@ms1.ylh.gov.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504390,分析
,Sean,Rosenna,,110/06/22,110/06/29 09:30,110/06/29 10:00,"3,600,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺銀人壽保險股份有限公司,管理部,營運持續管理(BCM)導入及驗證(含定期審查)顧問諮詢服務,薛又誠,(02)27849151分機2622,201354@twfhclife.com.tw,勞務類866-與管理顧問有關之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53496412,顧問
,Sean,Rosenna,,110/06/22,110/07/05 09:00,110/07/05 11:00,"2,300,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,桃園市政府工務局,桃園市政府資訊科技局規劃發展科,大數據平台資料串接服務與驗證委託設計監造服務案,蕭丞哲先生,(03)3322101分機6953,10027075@mail.tycg.gov.tw,勞務類849-其他電腦服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503016,數據
,Sean,Rosenna,,110/06/22,110/06/28 17:00,110/06/29 10:30,"7,000,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,國家海洋研究院,國家海洋研究院,智慧海洋大數據探勘與展示平台委託案,蔡正峯,(07)3382097分機263207,minka@namr.gov.tw,勞務類842-軟體執行服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499860,數據
,Sean,Rosenna,,110/06/22,110/07/05 10:00,110/07/05 14:00,"4,980,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺灣土地銀行股份有限公司,臺灣土地銀行股份有限公司,110年機器人流程自動化(RPA)顧問及開發導入服務案,陳柄辰,(02)23483131,099505@landbank.com.tw,勞務類879-其他商業服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502804,顧問
,Sean,Rosenna,,110/06/22,110/07/05 11:00,110/07/06 15:00,"3,000,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,花蓮縣政府,建設處,110年度花蓮縣環境景觀總顧問計畫,黃媁婷,(03)8242688,weiting@hl.gov.tw,勞務類8674-都市計劃及景觀建築服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502663,顧問
,Sean,Rosenna,,110/06/21,110/06/28 17:00,110/06/29 10:00,"800,000元",,,公開取得報價單或企劃書,參考最有利標精神,宜蘭縣宜蘭市公所,宜蘭縣宜蘭市公所,110年宜蘭市網路媒體行銷計畫案,李小姐,(03)9325164分機235,ili14@mail.ilancity.gov.tw,勞務類871-廣告服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501225,行銷
,Sean,Rosenna,,110/06/21,110/06/30 10:00,110/06/30 14:00,"870,000元",,,公開取得電子報價單,最低標,國立成功大學,總務處,微盤式冷螢光分析儀壹台,張哲文,(06)2757575分機50572,z10401043@email.ncku.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501360,分析
,Sean,Rosenna,,110/06/21,110/07/05 15:30,110/07/06 10:00,"10,000,000元",,,公開招標,最低標,台灣電力股份有限公司第一核能發電廠,台灣電力股份有限公司第一核能發電廠,現場移動式加馬能譜分析系統,李昆達,(02)26383501分機3523,u934479@taipower.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501479,分析
,Sean,Rosenna,,110/06/21,110/07/05 17:00,110/07/06 10:00,"1,635,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,宜蘭縣政府,水利資源處,110-111年度無尾港重要濕地（國家級）生態、水質、棲地維護、環境教育及生態水資源系統調查分析計畫,水利行政科—江敬儀,(03)9251000分機8160,bir64822@mail.e-land.gov.tw,勞務類8675-與科技工程有關之顧問服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501519,分析
,Sean,Rosenna,,110/06/21,110/06/29 17:00,110/06/30 10:30,"6,450,000元",,,公開招標,最低標,臺北榮民總醫院,補給室,胎兒染色體基因分析套組等2項檢測服務委外二年單價開口契約,范碧珠,(02)28757250,bjfan@vghtpe.gov.tw,勞務類8676-技術檢定與分析服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501685,分析
,Sean,Rosenna,,110/06/21,110/06/30 17:00,110/07/01 14:00,"14,230,800元",,,公開招標,最低標,臺中榮民總醫院,補給室,麻醉部血液氣體分析試劑3項五年期單價合約（含提供儀器設備、耗材及維修）,林慧宜,(04)23592525分機2824,lhyee@vghtc.gov.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501957,分析
,Sean,Rosenna,,110/06/21,110/06/29 08:30,110/06/29 09:00,"450,000元",,,公開取得電子報價單,最低標,國立雲林科技大學,總務處,盤式全光譜分析儀1台,林雅婷,(05)5342601分機2423,linting@yuntech.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502529,分析
,Sean,Rosenna,,110/06/21,110/06/30 17:00,110/07/01 14:00,"1,360,000元",,,公開取得報價單或企劃書,最低標,臺中榮民總醫院,補給室,「人類染色體短片斷重複序列分析套組等2項」二年期單價開口合約,林慧宜,(04)23592525分機2824,lhyee@vghtc.gov.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502919,分析
,Sean,Rosenna,,110/06/21,110/06/24 17:00,110/06/25 10:00,"287,040元",,,公開取得報價單或企劃書,最低標,行政院農業委員會畜產試驗所恆春分所,畜產科技系,110年度牛隻高通量晶片基因庫鑑定分析採購案,邱政雄,(08)8861341分機208,bs6602@tlri.gov.tw,勞務類8676-技術檢定與分析服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503019,分析
,Sean,Rosenna,,110/06/21,110/06/24 09:00,110/06/24 10:00,"519,750元",,,公開取得報價單或企劃書,最低標,臺灣菸酒股份有限公司桃園印刷廠,臺灣菸酒股份有限公司桃園印刷廠行政室,"2021秋節全員行銷型錄委外印刷裝訂配送90,000份",王昱培,(03)3286060分機431,150272@mail.ttl.com.tw,勞務類884-附帶於製造業之服務(製造金屬產品、機械及設備除外),https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53502135,行銷
,Sean,Rosenna,,110/06/21,110/06/30 17:00,110/07/01 10:00,"8,000,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,高雄市政府捷運工程局,開發路權科,高雄捷運橘線O10站土地開發招商顧問委託專業服務案,黃世明,(07)3368333分機2871,m0321@kcg.gov.tw,勞務類866-與管理顧問有關之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53500903,顧問
,Sean,Rosenna,,110/06/21,110/07/05 17:00,110/07/06 10:00,"9,800,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,高雄市政府捷運工程局,開發路權科,高雄捷運橘線O9站土地開發招商顧問委託專業服務案,林琬純,(07)3368333分機2869,wanchun@kcg.gov.tw,勞務類8673-綜合工程服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53488143,顧問
,Sean,Rosenna,,110/06/21,110/07/01 11:30,110/07/01 15:00,"4,900,000元",,,公開招標,最低標,臺北榮民總醫院,補給室,大數據分析透析電子化資訊整合系統,周南辰,(02)28757150,ncchou@vghtpe.gov.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501321,數據
,Sean,Rosenna,,110/06/21,110/07/02 10:00,110/07/02 14:30,"8,640,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺南市政府智慧發展中心,臺南市政府智慧發展中心,110年度臺南市政府智慧SOA城市數據交換整合平臺建置案,洪將涵,(06)2991111分機8741,chhung@mail.tainan.gov.tw,勞務類842-軟體執行服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53501746,數據
,Sean,Rosenna,,110/06/21,110/06/29 10:00,110/06/29 15:00,"2,500,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,國立成功大學,總務處,國立成功大學90週年校慶系列行銷活動媒體整合行銷宣傳案壹式,郭玟君,(06)2757575分機50578,z10404001@email.ncku.edu.tw,勞務類879-其他商業服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53491748,行銷
,Sean,Rosenna,,110/06/18,110/06/28 17:00,110/06/29 14:00,,,,公開招標,最低標,台灣中油股份有限公司,採購處南部採購中心採購三組,馬達線上預知診斷分析儀 一批,盧鈺雅,(07)5824141分機2773,708593@cpc.com.tw,財物類462-電力傳輸、控制設備及其零件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499517,分析
,Sean,Rosenna,,110/06/18,110/06/23 17:00,110/06/24 11:10,"6,200,000元",,,公開招標,最低標,國防醫學院,國防醫學院,小動物氣體代謝分析系統,林建嘉,(02)87923100分機18344,wl01917179@mail.ndmctsgh.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499411,分析
