Status,發起人,電子領標,電子領標日,公告日,截止投標,開標時間,金額,WD,專案結束日,招標方式,決標方式,機關名稱,單位名稱,標案名稱,聯絡人,聯絡電話,電子郵件信箱,標的分類,連結,關鍵字
,EY_Crawler,TBD,,110/07/23,110/08/02 17:00,110/08/03 10:00,"2,400,000元",,,公開招標,最低標,行政院環境保護署環境檢驗所,秘書室,發熱量分析儀,陳嘉駿,(03)4915818分機1101,chiachun.chen@epa.gov.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53522087,分析
,EY_Crawler,TBD,,110/07/23,110/07/29 17:00,110/07/30 14:00,"20,650,000元",,,公開招標,最低標,國立臺灣大學醫學院附設醫院,總務室,EBV病毒定量分析試劑套組(附儀器),李偉群,(02)23562239,108107@ntuh.gov.tw,財物類352-醫藥產品,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531588,分析
,EY_Crawler,TBD,,110/07/23,110/07/28 17:00,110/07/29 10:00,"997,500元",,,公開招標,最低標,台灣中油股份有限公司油品行銷事業部桃園營業處,台灣中油股份有限公司油品行銷事業部桃園營業處,桃園處攜帶式揮發性有機氣體分析儀,張郁軒,(03)3387350分機277,080021@cpc.com.tw,財物類449-其他特殊用途之機具及其零件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531316,分析
,EY_Crawler,TBD,,110/07/23,110/07/28 17:00,110/07/29 14:00,,,,公開招標,最低標,台灣中油股份有限公司,採購處南部採購中心採購三組,馬達線上預知保養診斷分析儀一批,林妤真,(07)5824141分機2802,294730@cpc.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530685,分析
,EY_Crawler,TBD,,110/07/23,110/08/06 09:30,110/08/06 10:00,"5,269,000元",,,公開招標,最低標,臺灣土地銀行股份有限公司,臺灣土地銀行股份有限公司上海分行,110年標購大陸地區分行資安監控系統與汰換法報傳輸軟體,姜智康,(021)50372495分機130,074070@landbank.com.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531395,資安
,EY_Crawler,TBD,,110/07/23,110/08/03 10:30,110/08/03 11:00,"950,000元",,,公開取得報價單或企劃書,參考最有利標精神,嘉義市政府,工策會,嘉義隊網頁建置及行銷推廣委託服務案,黃昭翰,(05)2248310,boomideal@ems.chiayi.gov.tw,勞務類879-其他商業服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530794,行銷
,EY_Crawler,TBD,,110/07/23,110/08/09 17:30,110/08/10 09:30,"10,500,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,屏東縣政府,城鄉發展處農村再生專案推動辦公室,屏東農村社區產業行銷計畫委託專業服務,城鄉發展處農村再生專案推動辦公室 李峻榮,(08)7320415分機7003,a001852@oa.pthg.gov.tw,勞務類911-政府行政服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530997,行銷
,EY_Crawler,TBD,,110/07/23,110/08/10 10:00,110/08/10 15:00,"3,000,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,國立成功大學,總務處,學校午餐中央廚房行銷推廣暨影片拍攝壹式,郭玟君,(06)2757575分機50578,z10404001@email.ncku.edu.tw,勞務類879-其他商業服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531323,行銷
,EY_Crawler,TBD,,110/07/23,110/08/02 17:00,110/08/03 10:00,"1,666,245元",,,公開招標,最有利標,臺中市政府勞工局,福利促進科,110年身心障礙產品推廣行銷計畫,蘇巧蕙,(04)22289111分機35420,bluea27@taichung.gov.tw,勞務類911-政府行政服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531374,行銷
,EY_Crawler,TBD,,110/07/23,110/08/04 17:00,110/08/05 11:00,"600,000元",,,公開取得報價單或企劃書,參考最有利標精神,國立自然科學博物館,國立自然科學博物館,2021年臺灣科學節宣傳行銷影片拍攝製作案,陳小姐,(04)23226940分機226,chensc@nmns.edu.tw,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531638,行銷
,EY_Crawler,TBD,,110/07/23,110/08/02 17:00,110/08/03 10:00,"1,800,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,桃園市政府衛生局,桃園市政府衛生局,「青少年菸害防制網路行銷」勞務採購案,林耿揚、楊耀崴,(03)3340935分機2552,10060036@mail.tycg.gov.tw,勞務類871-廣告服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531719,行銷
,EY_Crawler,TBD,,110/07/23,110/08/16 17:00,110/08/17 11:00,"26,670,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,經濟部標準檢驗局,秘書室/第三科,110年度5G智慧桿檢測標準及驗證先期研究,鍾秀玉,(02)23431817,su.su@bsmi.gov.tw,勞務類911-政府行政服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531802,5G
,EY_Crawler,TBD,,110/07/23,110/07/28 17:00,110/07/29 08:40,"2,810,000元",,,公開招標,最低標,國立陽明交通大學附設醫院,國立陽明交通大學附設醫院,牙科全口及數位3D電腦斷層X光機1台,沈冠汝,(03)9325192分機10886,16254@ymuh.ym.edu.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530546,數位
,EY_Crawler,TBD,,110/07/23,110/07/28 10:00,110/07/28 15:00,"180,000元",,,公開取得電子報價單,最低標,國立中興大學,總務處採購組,可擴充式雙通道電化學分析系統,謝小姐,(04)22840677分機68,catherine@nchu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53532003,分析
,EY_Crawler,TBD,,110/07/23,110/08/24 17:00,110/08/25 10:00,"35,074,200元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺中市政府建設局,秘書室,東勢─豐原生活圈快速道路環境監測工作暨環評專業諮詢委託技術服務,建設局土木工程管理科　蔡依珉,(04)22289111分機33216,nhk355@taichung.gov.tw,勞務類8675-與科技工程有關之顧問服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53492146,諮詢
,EY_Crawler,TBD,,110/07/23,110/07/28 17:00,110/07/29 10:00,"328,400元",,,公開取得報價單或企劃書,最低標,臺南市政府文化局,臺南市政府文化局永華文化中心管理科,永華文化中心管理科轄下場館資訊安全設備軟硬體保固更新授權及硬碟採購案,洪旖彣,(06)2692864分機111,geivnge@mail.tainan.gov.tw,勞務類842-軟體執行服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531349,資訊安全
,EY_Crawler,TBD,,110/07/23,110/07/28 17:00,110/07/29 10:00,"970,000元",,,公開取得報價單或企劃書,參考最有利標精神,新北市政府社會局,新北市政府社會局,新北市高風險家庭危機預警與管理系統-系統增修及維護專案(第3期),廖方稚,(02)29603456分機3719,AK9514@ntpc.gov.tw,勞務類911-政府行政服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53532265,風險
,EY_Crawler,TBD,,110/07/23,110/08/02 17:00,110/08/03 10:00,"398,400元",,,公開取得報價單或企劃書,參考最有利標精神,交通部觀光局,臺灣桃園國際機場旅客服務中心,交通部觀光局桃園國際機場旅客服務中心110年續辦旅遊諮詢服務勞務委外採購案,陳盈如,(03)3834606,chen3@tbroc.gov.tw,勞務類97-其他服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531528,諮詢
,EY_Crawler,TBD,,110/07/22,110/07/28 17:00,110/07/29 14:30,"900,000元",,,公開取得報價單或企劃書,參考最有利標精神,財團法人農業科技研究院,財團法人農業科技研究院,國內外農業科技趨勢重點發展與盤點分析研究,陳小姐(規格:戴小姐03-5185136),(03)5185009,1042034@mail.atri.org.tw,勞務類881-附帶於農、牧、林之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531549,分析
,EY_Crawler,TBD,,110/07/22,110/07/27 17:00,110/07/28 15:00,"2,850,000元",,,公開招標,最低標,國立臺灣大學醫學院附設醫院雲林分院,國立臺灣大學醫學院附設醫院雲林分院,數位高解析C型臂X光機,李沿融,(05)5323911分機2223,Y07598@ms1.ylh.gov.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530109,數位
,EY_Crawler,TBD,,110/07/22,110/08/04 17:00,110/08/05 11:00,"2,400,000元",,,公開招標,最低標,國立傳統藝術中心,劇藝發展組,「3D數位模擬預演系統國立傳統藝術中心劇場模型建置」採購案,陳文蘭,(03)9705815分機1107,n094003@ncfta.gov.tw,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53529952,數位
,EY_Crawler,TBD,,110/07/22,110/07/26 17:00,110/07/27 14:00,"1,680,000元",,,公開招標,最低標,國立臺灣大學,總務處/採購組,數位式聚合酶鏈鎖反應器,劉乙萳,(02)33669802分機203,charleneliu@ntu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53529465,數位
,EY_Crawler,TBD,,110/07/22,110/08/03 10:00,110/08/03 14:00,"750,000元",,,公開取得電子報價單,最低標,國立成功大學,總務處,數位影像擷取系統壹式,張哲文,(06)2757575分機50572,z10401043@email.ncku.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53529271,數位
,EY_Crawler,TBD,,110/07/22,110/08/03 10:00,110/08/03 14:00,"330,000元",,,公開取得電子報價單,最低標,國立成功大學,總務處,冷光數位影像系統暨分析軟體壹組,張哲文,(06)2757575分機50572,z10401043@email.ncku.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53529244,數位
,EY_Crawler,TBD,,110/07/22,110/08/04 17:00,110/08/05 14:00,"3,500,000元",,,公開招標,最低標,台灣電力股份有限公司綜合研究所,台灣電力股份有限公司綜合研究所,鍋爐空間數位資訊擷取器1套,鄭文彥,(02)23601355,u158360@taipower.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53527102,數位
,EY_Crawler,TBD,,110/07/22,110/08/26 09:20,110/08/26 09:40,"18,939,258元",,,限制性招標(經公開評選或公開徵求),準用最有利標,新北市政府採購處,勞務採購科/新北市政府交通局,蘆洲區長安機械停車場改建統包工程委託規劃、設計諮詢審查及施工監造技術服務,楊小姐/黃先生 29702960分機8601,(02)29603456分機5780,ax8397@ntpc.gov.tw,勞務類8672-工程服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53528643,諮詢
,EY_Crawler,TBD,,110/07/22,110/07/28 10:00,110/07/28 14:30,"305,000元",,,公開取得電子報價單,最低標,國立中興大學,採購組,Midas FEA有限元素分析軟體一套,李小姐,(04)22840677分機67,p7452525@dragon.nchu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530905,分析
,EY_Crawler,TBD,,110/07/22,110/07/29 09:00,110/07/29 10:30,"360,000元",,,公開取得報價單或企劃書,參考最有利標精神,彰化縣衛生局,彰化縣衛生局,110年彰化縣公共衛生監測系統資料分析暨系統維護委外服務案,蘇慧茹,(04)7115141分機5860,smle504@mail.chshb.gov.tw,勞務類843-資料處理服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530934,分析
,EY_Crawler,TBD,,110/07/22,110/07/28 17:00,110/07/29 13:30,"526,350元",,,公開取得報價單或企劃書,最低標,國防部海軍司令部,海軍保修指揮部/海軍基隆後勤支援指揮部,線性數位式光學編碼器等2項,林芳君,(02)24225473,KSC99@mail.mil.tw,"財物類483-光學儀器, 攝影設備及其零件與附件",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53531170,數位
,EY_Crawler,TBD,,110/07/22,110/07/27 17:00,110/07/28 10:00,"7,825,100元",,,公開招標,最低標,衛生福利部屏東醫院,衛生福利部屏東醫院,血液凝固分析儀之試劑採購,張雪卿,(08)7363011分機2253,geaf0311@pntn.mohw.gov.tw,財物類352-醫藥產品,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530403,分析
,EY_Crawler,TBD,,110/07/22,110/08/05 10:30,110/08/05 11:20,"1,500,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺南市公共運輸處,運輸設施課,臺南火車站站前圓環微觀車流模擬分析委託專業服務案,蕭力銘,(06)2230262,s605152002@mail.tainan.gov.tw,勞務類842-軟體執行服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53530306,分析
,EY_Crawler,TBD,,110/07/22,110/08/03 17:00,110/08/04 10:00,"703,500元",,,公開取得報價單或企劃書,最低標,台灣電力股份有限公司雲林區營業處,台灣電力股份有限公司雲林區營業處,110年度紅外線攝錄影像熱分析儀2套採購案,採購:柯婷方/規範:江賜彬,(05)5323927分機545/217,u423222@taipower.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53529953,分析
,EY_Crawler,TBD,,110/07/22,110/08/02 17:00,110/08/03 14:00,"1,029,000元",,,公開招標,最低標,台灣中油股份有限公司煉製事業部桃園煉油廠,台灣中油股份有限公司煉製事業部桃園煉油廠,手持式材料元素分析儀,蔡佳蓉,(03)3255111分機3635,118885@cpc.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53529792,分析
