Status,發起人,電子領標,電子領標日,公告日,截止投標,開標時間,金額,WD,專案結束日,招標方式,決標方式,機關名稱,單位名稱,標案名稱,聯絡人,聯絡電話,電子郵件信箱,標的分類,連結,關鍵字
,Sean,Rosenna,,110/06/28,110/07/12 17:00,110/07/13 15:00,"4,800,000元",,,公開招標,最低標,國防部軍事情報局,國防部軍事情報局,數據訊號轉換設備,吳東隆,(02)28311032,mibbuying@mail.mil.tw,財物類449-其他特殊用途之機具及其零件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53507729,數據
,Sean,Rosenna,,110/06/28,110/07/26 17:00,110/07/27 09:30,"609,592,667元",,,限制性招標(經公開評選或公開徵求),準用最有利標,高雄市政府,高雄市政府工務局新建工程處,加速高雄煉油廠工廠區(不含第三區）污染改善工作委託總顧問技術服務,林佑俊,(07)3368333分機2315,oatow@kcg.gov.tw,勞務類94-污水及垃圾處理、公共衛生及其他環保服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53507255,顧問
,Sean,Rosenna,,110/06/25,110/06/29 17:00,110/06/30 14:00,"2,800,000元",,,公開招標,最低標,國立臺東大學,國立臺東大學,運動競技動作擷取分析系統,邱小姐,(089)318855分機1351,chiu@nttu.edu.tw,財物類384-運動商品,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53506530,分析
,Sean,Rosenna,,110/06/25,110/07/09 12:00,110/07/12 10:30,"7,005,135元",,,公開招標,最低標,台灣電力股份有限公司綜合研究所,台灣電力股份有限公司綜合研究所,分光光譜分析儀 1套,鄭文彥,(02)23601355,u158360@taipower.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503577,分析
,Sean,Rosenna,,110/06/25,110/07/08 17:00,110/07/09 14:00,"15,907,500元",,,公開招標,最低標,台灣電力股份有限公司綜合研究所,台灣電力股份有限公司綜合研究所,材料分析試驗設備1套,鄭文彥,(02)23601355,u158360@taipower.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504497,分析
,Sean,Rosenna,,110/06/25,110/07/05 17:30,110/07/06 14:00,"1,310,000元",,,公開招標,最低標,金門縣採購招標所,金門縣採購招標所,110年數位鑑識分析工具,陳維斌,(082)373257分機329,weibin508@gmail.com,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505382,分析
,Sean,Rosenna,,110/06/25,110/07/01 17:00,110/07/02 10:30,"1,838,847元",,,公開招標,最低標,內政部警政署刑事警察局,內政部警政署刑事警察局,「110年度現場勘察暨化學分析鑑定耗材」採購案,洪詩彥,(02)27650431,ci731040@email.cib.gov.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505915,分析
,Sean,Rosenna,,110/06/25,110/07/05 17:00,110/07/06 14:00,,,,限制性招標(經公開評選或公開徵求),最低標,台灣中油股份有限公司,採購處南部採購中心採購三組,GC分析儀器數據管理系統更新建置(採購帶安裝) 一批,盧鈺雅,(07)5824141分機2773,708593@cpc.com.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53506333,數據
,Sean,Rosenna,,110/06/25,110/07/26 17:30,110/07/27 09:30,"18,500,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,行政院環境保護署,監資處,110-112年空氣品質數據蒐集處理及整合強化計畫,謝維紋 許惠琮,(02)23117722分機2386 2456,weiwen.hsieh@epa.gov.tw,勞務類842-軟體執行服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53506251,數據
,Sean,Rosenna,,110/06/25,110/07/07 09:00,110/07/07 10:30,"1,995,000元",,,公開招標,最低標,台灣電力股份有限公司嘉南供電區營運處,台灣電力股份有限公司嘉南供電區營運處,斷路器特性試驗分析裝置1具,王辰文,(06)6563711分機314,u584223@taipower.com.tw,財物類469-其他電力設備及零件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505963,分析
,Sean,Rosenna,,110/06/25,110/06/30 17:00,110/07/01 09:30,,,,限制性招標(經公開評選或公開徵求),最低標,台灣中油股份有限公司煉製事業部桃園煉油廠,台灣中油股份有限公司煉製事業部桃園煉油廠,Rosemount氧氣分析儀取樣配件(含安裝及測試),沈佳育,(03)3255111分機3634,593265@cpc.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53506148,分析
,Sean,Rosenna,,110/06/25,110/07/06 17:00,110/07/07 10:30,"14,501,715元",,,公開招標,最低標,衛生福利部基隆醫院,衛生福利部基隆醫院,全自動免疫分析儀試劑,郭千綺,(02)24292525分機2805,kln01522@kln.mohw.gov.tw,財物類352-醫藥產品,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53506499,分析
,Sean,Rosenna,,110/06/25,110/07/06 09:00,110/07/06 10:00,"2,200,000元",,,公開招標,最低標,國立臺灣科技大學,事務組,110年MATLAB數值分析模擬軟體全模組(Full Suite)授權一年期,洪敏婷,(02)27301128,salina@mail.ntust.edu.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504398,分析
,Sean,Rosenna,,110/06/25,110/06/29 17:00,110/06/30 10:00,"6,500,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺中市政府觀光旅遊局,旅遊行銷科,110年臺中旅宿業創意行銷能量蓄積提案計畫委託專業服務案,陳芊妤,(04)22289111分機58314,yuchen250@taichung.gov.tw,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53500694,行銷
,Sean,Rosenna,,110/06/25,110/07/19 17:00,110/07/20 10:00,"13,000,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,高雄市政府經濟發展局,高雄市政府經濟發展局,110年度高雄市地方文化特色整合5G商展行銷計畫,陳思潔,(07)3368333分機2895,qmk2018@kcg.gov.tw,勞務類95-會員組織服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53507064,行銷
,Sean,Rosenna,,110/06/25,110/07/12 17:00,110/07/13 10:00,"2,000,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,連江縣政府,行政處,110年連江縣縣政專書暨多元媒體行銷委託案,陳怡靜,(0836)25139分機6552,yiching8416@yahoo.com,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53507186,行銷
,Sean,Rosenna,,110/06/24,110/06/30 10:00,110/06/30 10:40,"541,800元",,,公開取得報價單或企劃書,最低標,行政院原子能委員會核能研究所,秘書室,材料中特定高分子成分分析,謝佳吟/申請人朱孝凱 分機 5378,(03)4711400分機2389,H0229@iner.gov.tw,勞務類85-研發服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53506264,分析
,Sean,Rosenna,,110/06/24,110/06/30 17:00,110/07/01 14:00,"4,700,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,臺中市政府都市發展局,都市更新工程科,臺中市110年度都市更新總顧問委託專業服務案,鄭詩涵,(04)22289111分機65504,hanhan@taichung.gov.tw,勞務類8674-都市計劃及景觀建築服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504965,顧問
,Sean,Rosenna,,110/06/24,110/07/07 17:00,110/07/08 10:00,,,,限制性招標(經公開評選或公開徵求),最低標,台灣中油股份有限公司,採購處南部採購中心採購三組,儲槽IBS氣體分析設備保養維護工作(廠牌:ABB),黃史青,(07)5824141分機2781,632287@cpc.com.tw,勞務類886-附帶於金屬產品、機械及設備維修之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505759,分析
,Sean,Rosenna,,110/06/24,110/06/30 17:00,,,,,公開取得報價單或企劃書,最低標,慈濟學校財團法人慈濟大學,醫學系藥理學科,全自動血液分析儀*1台,楊素秋,(03)8565301分機1308,young@mail.tcu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53506823,分析
,Sean,Rosenna,,110/06/24,110/06/30 09:00,110/06/30 11:00,"470,000元",,,公開取得報價單或企劃書,最低標,嘉義市政府環境保護局,空氣及噪音管理科,110年度嘉義市有害空氣污染物採樣檢測分析暨鍋爐煙道檢測計畫,李珮蓓（承辦人）、劉芳君,(05)2251775分機208、608,cycepbgp@ems.chiayi.gov.tw,勞務類94-污水及垃圾處理、公共衛生及其他環保服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504678,分析
,Sean,Rosenna,,110/06/24,110/07/06 17:00,110/07/07 11:00,"3,000,000元",,,公開招標,最低標,國立臺灣大學醫學院附設醫院雲林分院,國立臺灣大學醫學院附設醫院雲林分院,超音波影像及血流分析系統1式,施姿君,(05)5323911分機2235,Y02751@ms1.ylh.gov.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505153,分析
,Sean,Rosenna,,110/06/24,110/07/06 12:00,110/07/07 15:00,,,,公開招標,最低標,慈濟學校財團法人慈濟大學,貴重暨共同儀器中心,冷光螢光影像分析系統 1台,總務處採購組陳燕秋,(03)8565301分機1309,yenchiou@mail.tcu.edu.tw,"財物類483-光學儀器, 攝影設備及其零件與附件",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505639,分析
,Sean,Rosenna,,110/06/24,110/07/01 17:00,110/07/02 14:00,"950,000元",,,公開取得報價單或企劃書,參考最有利標精神,國家災害防救科技中心,國家災害防救科技中心,坡地災害地動監測數據遠端傳輸方案評估,採購程序:廖先生/需求內容:朱先生81958407,(02)81958711,hsiang28@ncdr.nat.gov.tw,勞務類8675-與科技工程有關之顧問服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505890,數據
,Sean,Rosenna,,110/06/24,110/07/06 12:00,110/07/07 10:30,,,,公開招標,最低標,慈濟學校財團法人慈濟大學,貴重暨共同儀器中心,毛細管電泳分析儀1台,陳錦美,(03)8565301分機1310,sophia0320@mail.tcu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505423,分析
,Sean,Rosenna,,110/06/24,110/07/01 10:00,110/07/01 10:30,"2,500,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,新北市政府農業局,新北市政府農業局,110年新北市農村總合發展計畫－農村品味商品暨農村行銷計畫,胡小姐,(02)29603456分機3078,AC8670@ntpc.gov.tw,勞務類881-附帶於農、牧、林之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53498952,行銷
,Sean,Rosenna,,110/06/24,110/06/29 17:00,110/06/30 10:00,"852,000元",,,公開取得報價單或企劃書,參考最有利標精神,國立苗栗高級商業職業學校,總務處庶務組,國立苗栗高商教師赴公民營研習-渡假勝地產業特色經營與行銷實務研習勞務採購案,陳先生,(037)356001分機312,colin0107@mail.edu.tw,勞務類641-旅館及其他住宿服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504979,行銷
,Sean,Rosenna,,110/06/24,110/06/30 17:00,110/07/01 10:00,"980,000元",,,公開取得報價單或企劃書,參考最有利標精神,高雄市政府觀光局,觀光發展科,「觀光行銷節慶活動影像紀錄拍攝」委託服務案,鄭維楨,(07)7995678分機1538,yw1577@kcg.gov.tw,"勞務類96-娛樂,文化,體育服務",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505696,行銷
,Sean,Rosenna,,110/06/24,110/06/30 17:00,110/07/01 09:00,"3,045,000元",,,公開招標,最低標,國防部海軍司令部,海軍保修指揮部/海軍基隆後勤支援指揮部,水、砂土中含油量分析儀等3項,林芳君,(02)24225473,KSC99@mail.mil.tw,財物類449-其他特殊用途之機具及其零件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505390,分析
,Sean,Rosenna,,110/06/23,110/07/06 09:00,110/07/06 10:00,"2,850,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,高雄市政府農業局,農民組織科,110年高雄市休閒農遊軸帶營造及行銷輔導工作委託案,蔡永信,(07)7995678分機6079,yungshin@kcg.gov.tw,勞務類881-附帶於農、牧、林之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504321,行銷
,Sean,Rosenna,,110/06/23,110/07/05 17:30,110/07/06 09:30,"1,330,000元",,,限制性招標(經公開評選或公開徵求),準用最有利標,屏東縣政府,城鄉發展處公安使用科,屏東縣109年度土壤液化調查與風險評估計畫專案顧問,城鄉發展處公安使用科 陳柏澂先生,(08)7320415分機3362,a251254@oa.pthg.gov.tw,勞務類866-與管理顧問有關之服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504149,顧問
,Sean,Rosenna,,110/06/23,110/06/29 10:00,110/06/29 10:10,"360,000元",,,公開取得報價單或企劃書,最低標,行政院原子能委員會核能研究所,祕書室,碳氈電極改質代工及特性分析,"姜蔚宗 申請人郭任淵 分機 5603,5631",(03)4711400分機2392,winson99@iner.gov.tw,勞務類85-研發服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505479,分析
,Sean,Rosenna,,110/06/23,110/07/06 17:00,110/07/07 11:00,"1,150,000元",,,公開招標,最低標,中國醫藥大學,中國醫藥大學,多功能全光譜微盤分析系統,林宜嬿,(04)22053366分機1313,elainelin@mail.cmu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503218,分析
,Sean,Rosenna,,110/06/23,110/08/02 17:00,110/08/03 10:00,"25,500,000元",,,公開招標,最低標,國立清華大學,國立清華大學,歐傑暨化學分析電子掃描微探儀(AES/ESCA SCANNING MICROPROBE，簡稱AES/ESCA)1組,陳小姐,(03)5715131分機31330,yujchen@mx.nthu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504249,分析
,Sean,Rosenna,,110/06/23,110/07/06 09:00,110/07/06 09:30,"7,560,000元",,,公開招標,最低標,台灣電力股份有限公司台中發電廠,台灣電力股份有限公司台中發電廠,鍋爐煙氣一氧化碳分析模組6組,黃榮熾,(04)26302123分機2631,u458051@taipower.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53499380,分析
,Sean,Rosenna,,110/06/23,110/07/05 17:00,110/07/06 14:00,"9,820,560元",,,公開招標,最低標,台灣中油股份有限公司,採購處,110-111年桃廠辛烷值分析儀維護長約工作,范先生,(02)87258332,591696@cpc.com.tw,勞務類97-其他服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503115,分析
,Sean,Rosenna,,110/06/23,110/06/29 17:00,,"135,900元",,,公開取得報價單或企劃書,最低標,衛生福利部疾病管制署,檢驗及疫苗研製中心/秘書室,巨量病原體資料比對與運算分析系統,洪淑君(02-27850513#409)/李惠萍,(02)23959825分機3785,pung331@cdc.gov.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505782,分析
,Sean,Rosenna,,110/06/23,110/07/05 11:00,110/07/05 14:00,"7,150,190元",,,限制性招標(經公開評選或公開徵求),準用最有利標,行政院農業委員會農業試驗所,秘書室/生技組,國家植物表型體分析中心興建工程委託規劃設計監造,游雅婷/林大鈞,(04)23317216,killua0284@tari.gov.tw,勞務類8671-建築服務,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503361,分析
,Sean,Rosenna,,110/06/23,110/07/05 17:00,110/07/06 14:00,"1,900,000元",,,公開招標,最低標,交通部運輸研究所,港灣技術研究中心,海洋陣列雷達分析軟體採購,蔡小姐,(04)26587161,thc@mail.ihmt.gov.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503568,分析
,Sean,Rosenna,,110/06/23,110/07/01 17:00,110/07/02 15:00,"2,060,000元",,,公開招標,最低標,臺北市立聯合醫院,臺北市立聯合醫院,二十四小時心電圖紀錄及分析系統,簡鈞宜,(02)25553000分機2138,Z3362@tpech.gov.tw,"財物類481-醫療, 外科及矯形設備",https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503806,分析
,Sean,Rosenna,,110/06/23,110/06/30 10:00,110/06/30 14:00,"242,500元",,,公開取得報價單或企劃書,最低標,國立成功大學,總務處,語意分析伺服器主機壹台,張哲文,(06)2757575分機50572,z10401043@ncku.edu.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53503918,分析
,Sean,Rosenna,,110/06/23,110/06/28 17:00,110/06/29 14:00,,,,限制性招標(經公開評選或公開徵求),最低標,台灣中油股份有限公司,採購處南部採購中心採購一組,水質分析儀配件(MAKER:HACH/POLYMETRON) 等一批,廖頤婷,(07)5824141分機3400,208299@cpc.com.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504368,分析
,Sean,Rosenna,,110/06/23,110/07/08 11:00,110/07/08 14:00,"1,583,000元",,,公開招標,最低標,行政院農業委員會農業試驗所,秘書室/農化組(規格),毛細管電泳分析儀,羅小姐/郭小姐,(04)23317217,killua0284@tari.gov.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504423,分析
,Sean,Rosenna,,110/06/23,110/06/25 17:00,110/06/28 14:00,"4,170,000元",,,限制性招標(經公開評選或公開徵求),最低標,國立臺灣大學醫學院附設醫院癌醫中心分院,國立臺灣大學醫學院附設醫院癌醫中心分院,全自動血球分析儀用試劑等2項單價合約,季佳璇,(02)23220322分機38648,A00830@ntucc.gov.tw,財物類352-醫藥產品,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504529,分析
,Sean,Rosenna,,110/06/23,110/07/01 17:00,110/07/02 11:00,"700,000元",,,公開取得報價單或企劃書,最低標,國立中正大學,國立中正大學,溶媒輸送化學分析儀,李惠淑,(05)2720411分機13208,admhsl@ccu.edu.tw,財物類482-做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器; 工業程序控制設備; 上述各項之零件及附件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53504691,分析
,Sean,Rosenna,,110/06/23,110/06/30 09:00,110/06/30 11:30,"210,000元",,,公開取得報價單或企劃書,最低標,國立臺南大學附屬高級中學,國立臺南大學附屬高級中學,日誌收集及報表分析器1台,陳漢廷,(06)2338501分機405,hanting@gm.tntcsh.tn.edu.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505128,分析
,Sean,Rosenna,,110/06/23,110/06/28 17:00,110/06/29 09:30,"710,483元",,,公開取得報價單或企劃書,最低標,國立臺北科技大學,國立臺北科技大學,地質與遙測應用分析與遠端教學設備一套,張玉美,(02)27712171分機1322,mei229@ntut.edu.tw,財物類452-計算機及其零件與配件,https://web.pcc.gov.tw/tps/tpam/main/tps/tpam/tpam_tender_detail.do?searchMode=common&scope=F&primaryKey=53505378,分析
